Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G
1,Alex Abrines\abrinal01,SG,24,OKC,63,8,15.5,1.6,4.0,.395,1.1,3.0,.383,0.4,1.0,.431,.538,0.5,0.6,.872,0.4,1.2,1.6,0.4,0.5,0.1,0.4,1.7,4.9
2,Quincy Acy\acyqu01,PF,27,BRK,58,8,19.5,1.7,5.0,.336,1.3,3.9,.328,0.4,1.1,.365,.464,0.8,1.0,.821,0.6,3.3,3.9,0.8,0.5,0.3,1.0,2.1,5.5
3,Steven Adams\adamsst01,C,24,OKC,64,64,32.4,5.9,9.2,.635,0.0,0.0,.000,5.9,9.2,.637,.635,2.0,3.5,.570,5.0,3.9,8.9,1.0,1.3,1.1,1.6,2.9,13.7
4,Bam Adebayo\adebaba01,C,20,MIA,58,13,19.8,2.5,4.8,.531,0.0,0.1,.000,2.5,4.7,.544,.531,1.9,2.7,.727,1.6,3.8,5.4,1.5,0.5,0.7,0.9,2.0,7.0
5,Arron Afflalo\afflaar01,SG,32,ORL,46,2,12.6,1.2,2.9,.393,0.5,1.2,.386,0.7,1.7,.397,.474,0.4,0.5,.833,0.1,1.3,1.3,0.5,0.0,0.2,0.4,1.1,3.2
6,Cole Aldrich\aldrico01,C,29,MIN,15,0,2.1,0.2,0.7,.300,0.0,0.0,,0.2,0.7,.300,.300,0.1,0.3,.500,0.2,0.3,0.5,0.1,0.1,0.1,0.1,0.5,0.5
7,LaMarcus Aldridge\aldrila01,C,32,SAS,60,60,33.5,8.7,17.5,.498,0.4,1.3,.313,8.3,16.2,.513,.510,4.4,5.2,.831,3.3,5.0,8.3,2.0,0.5,1.1,1.5,2.2,22.2
8,Jarrett Allen\allenja01,C,19,BRK,58,17,18.9,3.3,5.5,.589,0.1,0.2,.273,3.2,5.3,.600,.593,1.5,1.9,.782,2.0,3.2,5.3,0.7,0.4,0.9,1.1,2.0,8.1
9,Kadeem Allen\allenka01,PG,25,BOS,8,0,3.4,0.1,0.8,.167,0.0,0.4,.000,0.1,0.4,.333,.167,0.4,0.5,.750,0.1,0.3,0.4,0.1,0.1,0.0,0.4,0.3,0.6
10,Tony Allen\allento01,SF,36,NOP,22,0,12.4,2.0,4.1,.484,0.2,0.5,.333,1.8,3.6,.506,.505,0.5,1.0,.524,0.9,1.2,2.1,0.4,0.5,0.1,0.9,2.2,4.7
11,Al-Farouq Aminu\aminual01,PF,27,POR,54,52,29.6,3.2,8.2,.395,1.8,4.6,.386,1.4,3.6,.406,.505,0.8,1.1,.738,1.2,6.1,7.3,1.0,0.9,0.6,1.1,1.9,9.1
12,Justin Anderson\anderju01,SF,24,PHI,28,0,13.3,2.1,4.9,.438,0.8,2.3,.354,1.3,2.6,.514,.522,0.6,0.9,.680,0.6,1.7,2.3,0.5,0.4,0.2,0.4,1.5,5.7
13,Kyle Anderson\anderky01,SF,24,SAS,59,53,27.2,3.2,6.2,.515,0.2,0.7,.262,3.0,5.5,.548,.530,1.6,2.2,.724,1.1,4.5,5.6,2.8,1.5,0.8,1.3,1.5,8.2
14,Ryan Anderson\anderry01,PF,29,HOU,57,50,27.5,3.4,7.8,.433,2.1,5.5,.383,1.3,2.3,.554,.569,1.1,1.5,.783,1.5,3.8,5.3,0.9,0.4,0.3,0.7,1.9,10.0
15,Ike Anigbogu\anigbik01,C,19,IND,10,0,2.8,0.4,0.9,.444,0.0,0.0,,0.4,0.9,.444,.444,0.5,0.6,.833,0.5,0.4,0.9,0.0,0.1,0.3,0.2,0.1,1.3
16,Giannis Antetokounmpo\antetgi01,PF,23,MIL,63,63,37.1,9.9,18.7,.530,0.5,1.7,.300,9.4,17.0,.554,.544,6.7,9.0,.754,2.1,8.0,10.1,4.7,1.4,1.5,3.0,3.1,27.1
17,Carmelo Anthony\anthoca01,PF,33,OKC,65,65,32.2,6.3,15.5,.407,2.1,6.0,.355,4.2,9.4,.440,.476,2.0,2.6,.766,0.8,5.1,5.9,1.3,0.6,0.6,1.3,2.6,16.7
18,OG Anunoby\anunoog01,SF,20,TOR,60,48,20.5,2.2,4.8,.453,1.0,2.8,.353,1.2,2.0,.592,.556,0.6,0.9,.686,0.6,1.8,2.4,0.8,0.8,0.2,0.6,1.7,5.9
19,Ryan Arcidiacono\arcidry01,PG,23,CHI,13,0,9.2,0.4,0.9,.417,0.2,0.8,.300,0.2,0.2,1.000,.542,0.2,0.2,1.000,0.0,0.5,0.5,1.0,0.4,0.0,0.2,0.8,1.2
20,Trevor Ariza\arizatr01,SF,32,HOU,54,54,34.6,4.1,9.7,.425,2.6,7.0,.377,1.5,2.6,.552,.562,1.2,1.4,.867,0.5,4.0,4.5,1.5,1.5,0.2,0.9,2.0,12.1
21,Darrell Arthur\arthuda01,PF,29,DEN,17,1,7.8,1.2,2.6,.467,0.4,1.2,.333,0.8,1.4,.583,.544,0.1,0.2,.667,0.2,0.7,0.9,0.5,0.5,0.1,0.9,1.2,3.0
22,Jamel Artis\artisja01,SG,25,ORL,5,0,11.0,0.8,3.4,.235,0.0,1.0,.000,0.8,2.4,.333,.235,0.2,0.6,.333,0.2,1.2,1.4,0.8,0.0,0.0,0.0,0.0,1.8
23,Omer Asik\asikom01,C,31,NOP,14,0,8.6,0.5,1.1,.438,0.0,0.0,,0.5,1.1,.438,.438,0.3,0.9,.333,0.5,2.1,2.6,0.1,0.1,0.1,0.4,1.0,1.3
24,D.J. Augustin\augusdj01,PG,30,ORL,60,21,22.5,3.0,6.7,.444,1.5,3.6,.419,1.5,3.1,.473,.556,2.2,2.5,.867,0.3,1.6,1.9,3.6,0.7,0.0,1.6,1.3,9.6
25,Luke Babbitt\babbilu01,SF,28,TOT,45,12,14.7,2.0,4.5,.448,1.3,3.2,.415,0.7,1.3,.525,.595,0.4,0.5,.773,0.1,1.9,2.0,0.6,0.2,0.2,0.4,1.2,5.7
26,Dwayne Bacon\bacondw01,SG,22,CHO,43,6,11.6,1.0,2.8,.361,0.2,0.8,.303,0.8,2.1,.382,.402,0.2,0.3,.714,0.0,2.1,2.2,0.5,0.2,0.0,0.4,0.9,2.5
27,Ron Baker\bakerro01,SG,24,NYK,29,1,13.3,0.7,2.0,.339,0.4,1.1,.333,0.3,0.9,.346,.432,0.7,0.9,.769,0.2,0.9,1.0,1.6,0.9,0.2,0.6,1.1,2.4
28,Wade Baldwin\baldwwa01,PG,21,POR,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,1.0,2.0,.500,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
29,Lonzo Ball\balllo01,PG,20,LAL,44,42,33.4,4.0,10.9,.367,1.9,5.7,.327,2.1,5.2,.410,.452,0.6,1.3,.482,1.3,5.6,6.9,7.0,1.7,0.8,2.6,2.3,10.5
30,J.J. Barea\bareajo01,PG,33,DAL,62,6,23.4,4.3,10.0,.427,1.6,4.6,.358,2.6,5.4,.486,.510,1.3,1.6,.790,0.2,2.8,3.0,6.3,0.5,0.0,2.1,1.3,11.4
31,Harrison Barnes\barneha02,PF,25,DAL,65,65,34.2,6.8,15.3,.445,1.4,4.0,.346,5.4,11.3,.480,.490,3.4,4.2,.822,1.0,5.4,6.4,1.9,0.7,0.2,1.5,1.3,18.4
32,Will Barton\bartowi01,SG,27,DEN,66,27,32.5,5.5,12.2,.454,1.9,5.0,.369,3.7,7.2,.513,.530,2.0,2.5,.786,0.8,4.2,5.0,4.2,1.1,0.6,1.8,2.0,15.0
33,Nicolas Batum\batumni01,SG,29,CHO,53,53,31.7,4.4,10.6,.417,1.5,4.5,.343,2.9,6.1,.472,.490,1.6,2.0,.821,0.9,3.8,4.8,5.4,1.1,0.3,2.0,1.2,12.0
34,Jerryd Bayless\bayleje01,SG,29,PHI,39,11,23.7,2.8,6.7,.416,1.4,3.7,.370,1.4,3.0,.474,.519,0.9,1.1,.795,0.4,1.7,2.1,1.4,0.6,0.2,1.2,2.3,7.9
35,Aron Baynes\baynear01,C,31,BOS,66,52,17.7,2.5,5.2,.472,0.0,0.2,.000,2.5,5.0,.486,.472,0.8,1.1,.743,1.5,3.7,5.2,1.0,0.3,0.7,0.9,2.4,5.7
36,Kent Bazemore\bazemke01,SG,28,ATL,65,65,27.5,4.4,10.4,.420,1.7,4.2,.394,2.7,6.2,.438,.500,2.5,3.1,.796,0.4,3.4,3.8,3.5,1.5,0.7,2.4,2.3,12.9
37,Bradley Beal\bealbr01,SG,24,WAS,67,67,36.4,8.5,18.5,.460,2.5,6.5,.378,6.1,12.0,.506,.527,3.7,4.7,.796,0.8,3.7,4.5,4.6,1.2,0.5,2.6,1.9,23.2
38,Malik Beasley\beaslma01,SG,21,DEN,56,0,10.0,1.3,3.1,.405,0.4,1.4,.321,0.8,1.7,.474,.477,0.4,0.5,.690,0.3,1.0,1.3,0.5,0.3,0.1,0.4,0.6,3.3
39,Michael Beasley\beaslmi01,PF,29,NYK,60,17,21.3,5.1,10.3,.492,0.4,1.0,.379,4.7,9.4,.504,.510,1.8,2.3,.785,1.3,4.1,5.4,1.5,0.5,0.6,1.9,1.9,12.3
40,Marco Belinelli\belinma01,SG,31,TOT,63,1,23.7,3.9,9.3,.419,1.7,4.7,.368,2.2,4.6,.471,.512,1.9,2.0,.922,0.3,1.6,1.8,1.8,0.8,0.1,1.1,0.9,11.4
41,Jordan Bell\belljo01,C,23,GSW,42,11,13.9,2.2,3.3,.659,0.0,0.1,.000,2.2,3.2,.674,.659,0.5,0.8,.667,1.1,2.6,3.7,1.7,0.6,1.0,1.0,1.8,4.9
42,DeAndre' Bembry\bembrde01,SF,23,ATL,21,0,17.3,1.9,4.8,.396,0.4,1.1,.333,1.5,3.7,.416,.436,0.7,1.2,.600,0.4,2.3,2.7,1.5,0.6,0.5,1.8,1.5,4.9
43,Dragan Bender\bendedr01,PF,20,PHO,68,23,24.3,2.2,5.6,.387,1.4,3.7,.381,0.8,1.9,.398,.513,0.4,0.6,.750,0.4,3.5,3.9,1.6,0.3,0.6,1.2,2.0,6.2
44,Davis Bertans\bertada01,PF,25,SAS,63,10,15.7,2.3,5.3,.444,1.4,3.7,.374,1.0,1.6,.602,.574,0.6,0.8,.816,0.3,2.0,2.2,1.0,0.4,0.4,0.5,1.4,6.7
45,Patrick Beverley\beverpa01,SG,29,LAC,11,11,30.4,4.4,10.8,.403,2.2,5.5,.400,2.2,5.4,.407,.504,1.3,1.5,.824,1.5,2.6,4.1,2.9,1.6,0.5,2.3,3.1,12.2
46,Khem Birch\birchkh01,C,25,ORL,27,0,11.3,1.2,2.3,.525,0.0,0.0,,1.2,2.3,.525,.525,0.7,1.1,.633,1.4,1.9,3.3,0.6,0.4,0.4,0.5,1.2,3.1
47,Jabari Bird\birdja01,SG,23,BOS,4,0,5.5,0.3,1.0,.250,0.0,0.5,.000,0.3,0.5,.500,.250,0.8,1.3,.600,0.0,0.5,0.5,0.3,0.3,0.0,0.0,0.5,1.3
48,Bismack Biyombo\biyombi01,C,25,ORL,67,23,18.9,2.2,4.3,.519,0.0,0.0,.000,2.2,4.2,.521,.519,1.3,1.9,.656,1.7,4.1,5.8,0.8,0.3,1.2,1.1,2.0,5.7
49,Nemanja Bjelica\bjeline01,PF,29,MIN,53,10,18.2,2.5,5.0,.491,1.1,2.5,.439,1.4,2.5,.541,.600,0.6,0.7,.838,0.7,3.1,3.8,1.1,0.7,0.2,0.7,1.9,6.6
50,Tarik Black\blackta01,C,26,HOU,42,1,10.3,1.5,2.6,.587,0.0,0.2,.000,1.5,2.4,.634,.587,0.5,1.2,.460,1.3,1.7,3.0,0.2,0.4,0.6,0.7,2.2,3.6
51,Antonio Blakeney\blakean01,SG,21,CHI,14,0,13.6,2.7,6.6,.409,0.8,2.4,.333,1.9,4.3,.450,.468,1.1,1.5,.762,0.2,1.5,1.7,0.6,0.2,0.0,0.6,0.7,7.4
52,Eric Bledsoe\bledser01,PG,28,TOT,59,59,31.3,6.1,13.4,.453,1.7,4.9,.336,4.4,8.5,.521,.515,3.4,4.4,.786,0.7,3.1,3.8,4.6,2.0,0.5,3.0,2.5,17.3
53,Vander Blue\blueva01,SG,25,LAL,5,0,9.0,0.2,1.0,.200,0.0,0.4,.000,0.2,0.6,.333,.200,0.2,0.4,.500,0.0,0.2,0.2,0.6,0.2,0.0,0.6,0.4,0.6
54,Bogdan Bogdanovic\bogdabo01,SG,25,SAC,65,40,27.6,4.4,9.6,.454,1.6,4.2,.393,2.7,5.4,.500,.539,1.4,1.6,.854,0.4,2.5,2.9,3.4,1.0,0.2,1.6,2.2,11.7
55,Bojan Bogdanovic\bogdabo02,SF,28,IND,66,66,30.9,5.0,10.5,.480,1.9,4.8,.403,3.1,5.7,.545,.572,2.3,2.7,.860,0.4,3.0,3.3,1.5,0.8,0.1,1.3,1.6,14.3
56,Andrew Bogut\bogutan01,C,33,LAL,23,5,9.4,0.7,1.1,.680,0.0,0.0,,0.7,1.1,.680,.680,0.1,0.1,1.000,1.1,2.3,3.4,0.7,0.2,0.6,0.8,1.7,1.6
57,Joel Bolomboy\bolomjo01,PF,24,MIL,6,0,6.3,0.5,1.0,.500,0.0,0.2,.000,0.5,0.8,.600,.500,0.5,1.0,.500,1.0,0.7,1.7,0.0,0.3,0.0,0.3,0.5,1.5
58,Devin Booker\bookede01,SG,21,PHO,52,52,34.6,8.6,19.6,.436,2.8,7.3,.387,5.8,12.4,.465,.508,5.4,6.2,.875,0.5,4.1,4.5,4.7,0.9,0.3,3.6,3.1,25.3
59,Trevor Booker\booketr01,PF,30,TOT,54,5,17.4,2.7,5.1,.526,0.1,0.4,.318,2.5,4.7,.544,.538,1.0,1.5,.683,1.6,3.0,4.7,1.3,0.4,0.4,1.0,1.8,6.5
60,Avery Bradley\bradlav01,SG,27,TOT,46,46,31.2,5.6,13.6,.414,1.6,4.4,.369,4.0,9.2,.436,.474,1.4,1.8,.768,0.5,2.0,2.5,2.0,1.1,0.2,2.2,2.0,14.3
61,Tony Bradley\bradlto01,C,20,UTA,9,0,3.2,0.3,1.2,.273,0.0,0.1,.000,0.3,1.1,.300,.273,0.2,0.2,1.000,0.4,0.8,1.2,0.1,0.0,0.0,0.0,0.1,0.9
62,Corey Brewer\breweco01,SF,31,TOT,59,5,13.9,1.6,3.6,.457,0.3,1.0,.246,1.4,2.5,.544,.493,0.8,1.1,.730,0.4,1.4,1.8,0.7,0.8,0.2,0.7,1.6,4.3
63,Malcolm Brogdon\brogdma01,PG,25,MIL,46,20,30.5,5.2,10.6,.487,1.3,3.4,.378,3.9,7.2,.538,.547,1.6,1.8,.882,0.5,2.8,3.3,3.2,0.9,0.3,1.4,2.8,13.3
64,Aaron Brooks\brookaa01,PG,33,MIN,29,1,5.5,0.8,1.8,.431,0.2,0.7,.333,0.5,1.0,.500,.500,0.1,0.2,.667,0.2,0.3,0.4,0.6,0.2,0.0,0.3,0.7,1.9
65,Dillon Brooks\brookdi01,SF,22,MEM,67,59,28.6,3.8,8.6,.444,1.1,2.9,.369,2.7,5.7,.482,.506,1.1,1.5,.738,0.6,2.5,3.1,1.4,0.8,0.2,1.4,3.1,9.9
66,Bobby Brown\brownbo02,PG,33,HOU,20,0,5.8,1.0,2.9,.328,0.6,2.0,.275,0.4,0.9,.444,.422,0.1,0.1,.500,0.0,0.4,0.4,0.6,0.2,0.0,0.5,0.3,2.5
67,Jaylen Brown\brownja02,SF,21,BOS,61,61,30.9,5.2,11.4,.460,1.7,4.4,.373,3.6,6.9,.517,.533,2.0,3.2,.631,1.0,4.2,5.2,1.6,0.9,0.4,1.6,2.7,14.1
68,Lorenzo Brown\brownlo01,PG,27,TOR,12,0,7.9,0.6,1.8,.333,0.0,0.6,.000,0.6,1.2,.500,.333,0.0,0.0,,0.0,0.8,0.8,1.0,0.3,0.0,0.1,0.4,1.2
69,Markel Brown\brownma02,SG,26,HOU,4,0,7.8,0.5,1.8,.286,0.3,1.3,.200,0.3,0.5,.500,.357,0.0,0.0,,0.3,1.0,1.3,0.5,0.0,0.0,0.5,1.5,1.3
70,Sterling Brown\brownst02,SG,22,MIL,42,3,15.5,1.8,4.1,.425,0.7,1.8,.382,1.1,2.3,.459,.509,0.5,0.5,.864,0.5,2.4,3.0,0.5,0.7,0.3,0.5,1.4,4.7
71,Nicolas Brussino\brussni01,SF,24,ATL,4,0,2.5,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.8,0.8,0.0,0.0,0.0,0.0,0.0,0.0
72,Thomas Bryant\bryanth01,C,20,LAL,10,0,3.3,0.3,0.9,.333,0.1,0.5,.200,0.2,0.4,.500,.389,0.4,0.6,.667,0.1,0.5,0.6,0.2,0.0,0.0,0.1,0.2,1.1
73,Reggie Bullock\bullore01,SF,26,DET,51,41,27.2,4.1,8.4,.488,1.9,4.4,.431,2.2,3.9,.552,.602,0.7,0.9,.773,0.4,2.0,2.4,1.4,0.7,0.2,0.7,1.2,10.7
74,Trey Burke\burketr01,PG,25,NYK,21,0,16.4,4.2,8.5,.500,0.7,1.9,.350,3.6,6.6,.543,.539,0.7,1.2,.577,0.2,1.1,1.4,3.7,0.4,0.2,0.8,0.7,9.9
75,Alec Burks\burksal01,SG,26,UTA,57,1,17.3,2.8,6.9,.410,0.8,2.3,.326,2.1,4.6,.452,.464,1.8,2.1,.858,0.3,2.9,3.2,1.1,0.6,0.1,1.0,1.2,8.2
76,Jimmy Butler\butleji01,SG,28,MIN,56,56,37.1,7.4,15.8,.473,1.2,3.5,.356,6.2,12.3,.506,.512,6.1,7.0,.865,1.3,4.1,5.4,5.0,1.9,0.4,1.8,1.3,22.2
77,Dwight Buycks\buyckdw01,PG,28,DET,24,0,15.2,3.0,7.1,.415,0.6,1.7,.341,2.4,5.4,.438,.456,1.3,1.5,.886,0.5,1.1,1.5,2.2,0.7,0.1,1.4,1.4,7.8
78,Bruno Caboclo\cabocbr01,SF,22,TOT,6,0,8.8,0.7,2.8,.235,0.0,1.5,.000,0.7,1.3,.500,.235,0.5,0.7,.750,0.8,1.0,1.8,0.7,0.5,0.2,0.2,1.2,1.8
79,Jose Calderon\caldejo01,PG,36,CLE,44,25,14.8,1.4,2.7,.504,0.7,1.5,.446,0.7,1.2,.574,.626,0.4,0.6,.760,0.2,1.1,1.3,1.9,0.5,0.0,0.7,1.5,3.8
80,Kentavious Caldwell-Pope\caldwke01,SG,24,LAL,58,58,33.4,4.8,11.0,.433,2.2,5.6,.393,2.6,5.4,.476,.534,2.0,2.6,.757,0.9,4.5,5.4,2.2,1.6,0.2,1.3,1.9,13.7
81,Isaiah Canaan\canaais01,PG-SG,26,TOT,20,1,21.1,2.6,6.9,.380,1.1,3.3,.333,1.5,3.6,.423,.460,2.3,2.6,.902,0.3,2.0,2.3,3.8,0.8,0.1,1.5,1.8,8.6
82,Clint Capela\capelca01,C,23,HOU,61,61,27.2,6.0,9.2,.655,0.0,0.0,.000,6.0,9.1,.656,.655,2.1,3.7,.573,3.2,7.7,10.9,0.9,0.8,1.7,1.5,2.6,14.1
83,DeMarre Carroll\carrode01,SF,31,BRK,62,62,29.8,4.5,11.0,.410,2.0,5.4,.364,2.5,5.6,.454,.499,2.6,3.3,.784,1.6,5.0,6.6,2.0,0.8,0.4,1.4,2.2,13.5
84,Vince Carter\cartevi01,SF,41,SAC,46,4,17.7,2.0,5.0,.404,1.0,2.9,.356,1.0,2.1,.469,.507,0.5,0.7,.710,0.3,2.2,2.5,1.2,0.8,0.5,0.5,1.7,5.5
85,Michael Carter-Williams\cartemi01,PG,26,CHO,52,2,16.1,1.5,4.4,.332,0.3,1.1,.237,1.2,3.3,.365,.362,1.4,1.7,.820,0.7,1.9,2.7,2.2,0.8,0.4,1.0,1.9,4.6
86,Alex Caruso\carusal01,PG,23,LAL,26,0,12.9,1.1,2.5,.431,0.2,0.8,.227,0.9,1.7,.535,.469,0.3,0.5,.643,0.3,1.0,1.3,1.8,0.5,0.2,0.9,1.2,2.7
87,Omri Casspi\casspom01,SF,29,GSW,51,7,14.0,2.2,3.8,.564,0.2,0.4,.455,2.0,3.4,.578,.590,1.0,1.3,.754,0.5,3.2,3.8,1.0,0.4,0.4,0.7,1.3,5.5
88,Willie Cauley-Stein\caulewi01,C,24,SAC,59,44,27.7,5.2,10.5,.495,0.1,0.2,.273,5.2,10.4,.499,.498,2.1,3.4,.613,1.9,5.0,6.9,2.2,1.1,0.9,1.5,2.4,12.6
89,Tyler Cavanaugh\cavanty01,PF,23,ATL,30,1,13.8,1.8,3.9,.474,0.9,2.4,.366,1.0,1.5,.644,.586,0.4,0.6,.765,1.1,2.2,3.3,0.8,0.3,0.1,0.4,1.7,5.0
90,Mario Chalmers\chalmma01,PG,31,MEM,56,9,22.5,2.6,7.0,.371,0.8,3.0,.277,1.8,4.1,.439,.429,1.8,2.2,.851,0.2,2.2,2.4,3.1,1.3,0.2,1.8,2.8,7.9
91,Tyson Chandler\chandty01,C,35,PHO,46,46,25.0,2.6,4.1,.647,0.0,0.0,,2.6,4.1,.647,.647,1.3,2.0,.617,2.9,6.2,9.1,1.2,0.3,0.6,1.3,2.3,6.5
92,Wilson Chandler\chandwi01,SF,30,DEN,60,57,30.8,3.7,8.5,.439,1.1,3.2,.337,2.6,5.3,.502,.503,1.3,1.7,.792,1.4,3.8,5.2,2.1,0.5,0.6,1.3,2.1,9.9
93,Marquese Chriss\chrisma01,PF,20,PHO,60,41,20.5,2.5,6.1,.404,0.8,2.7,.313,1.6,3.4,.476,.473,1.1,1.9,.566,0.9,4.1,5.0,1.2,0.7,1.0,1.3,2.9,6.8
94,Ian Clark\clarkia01,SG,26,NOP,60,1,18.4,2.6,6.1,.429,0.8,2.6,.288,1.9,3.5,.534,.490,0.6,0.8,.723,0.2,1.5,1.7,1.4,0.4,0.1,0.8,1.6,6.5
95,Jordan Clarkson\clarkjo01,SG,25,TOT,65,2,23.3,5.5,12.1,.452,1.3,4.0,.337,4.1,8.1,.508,.507,1.9,2.4,.790,0.8,2.2,3.0,3.1,0.7,0.1,1.7,1.2,14.2
96,Gian Clavell\clavegi01,SG,24,DAL,7,0,9.1,0.9,2.6,.333,0.9,2.1,.400,0.0,0.4,.000,.500,0.3,0.3,1.000,0.1,0.9,1.0,0.4,0.3,0.0,0.3,1.1,2.9
97,Antonius Cleveland\clevean01,SG,23,DAL,13,0,6.2,0.3,1.1,.286,0.0,0.1,.000,0.3,1.0,.308,.286,0.2,0.3,.500,0.2,0.6,0.8,0.2,0.5,0.3,0.2,0.8,0.8
98,John Collins\collijo01,PF,20,ATL,61,13,23.0,4.2,7.2,.580,0.1,0.4,.292,4.0,6.8,.597,.588,1.9,2.5,.748,2.6,4.4,7.0,1.1,0.6,1.1,1.3,3.0,10.3
99,Zach Collins\colliza01,C,20,POR,51,1,15.7,1.7,4.2,.407,0.5,1.6,.350,1.2,2.7,.441,.472,0.4,0.6,.636,0.7,2.8,3.5,0.8,0.3,0.5,0.9,2.1,4.4
100,Kyle Collinsworth\colliky01,SF,26,DAL,21,0,12.9,1.0,2.4,.431,0.1,0.3,.429,0.9,2.1,.432,.461,0.3,0.9,.368,0.9,2.0,2.9,1.1,0.6,0.1,0.6,1.4,2.6
101,Darren Collison\collida01,PG,30,IND,54,52,30.0,4.7,9.4,.497,1.3,3.0,.439,3.3,6.4,.525,.568,2.0,2.2,.892,0.6,2.1,2.6,5.3,1.4,0.2,1.3,1.9,12.6
102,Nick Collison\collini01,PF,37,OKC,12,0,5.8,1.1,1.5,.722,0.0,0.0,,1.1,1.5,.722,.722,0.3,0.7,.500,0.5,1.1,1.6,0.3,0.0,0.0,0.5,0.5,2.5
103,Mike Conley\conlemi01,PG,30,MEM,12,12,31.1,5.3,14.0,.381,2.0,6.4,.312,3.3,7.6,.440,.452,4.4,5.5,.803,0.0,2.3,2.3,4.1,1.0,0.3,1.5,2.0,17.1
104,Pat Connaughton\connapa01,SG,25,POR,67,5,18.6,2.2,5.0,.438,1.0,2.7,.365,1.2,2.4,.519,.534,0.5,0.6,.854,0.4,1.5,1.9,1.2,0.3,0.3,0.5,1.4,5.9
105,Quinn Cook\cookqu01,PG,24,GSW,18,4,12.1,1.3,3.4,.377,0.4,1.6,.286,0.8,1.8,.455,.443,0.3,0.3,1.000,0.2,1.0,1.2,1.1,0.0,0.0,0.5,1.0,3.3
106,Charles Cooke\cookech01,SG,23,NOP,9,0,2.7,0.2,1.1,.200,0.1,0.7,.167,0.1,0.4,.250,.250,0.1,0.2,.500,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.7
107,Jack Cooley\cooleja01,PF,26,SAC,2,0,5.0,2.0,3.5,.571,0.0,0.0,,2.0,3.5,.571,.571,1.0,1.0,1.000,1.5,0.5,2.0,1.0,0.0,0.0,0.0,1.0,5.0
108,Matt Costello\costema01,C,24,SAS,4,0,8.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,0.0,,0.3,2.0,2.3,0.5,0.5,0.5,0.3,1.8,1.0
109,DeMarcus Cousins\couside01,C,27,NOP,48,48,36.2,8.5,18.0,.470,2.2,6.1,.354,6.3,11.9,.530,.530,6.1,8.2,.746,2.2,10.7,12.9,5.4,1.6,1.6,5.0,3.8,25.2
110,Robert Covington\covinro01,PF,27,PHI,63,63,32.2,4.2,10.5,.402,2.5,6.9,.366,1.7,3.6,.471,.523,1.6,1.9,.849,0.7,4.7,5.5,1.9,1.6,0.7,1.7,2.9,12.6
111,Allen Crabbe\crabbal01,SG,25,BRK,63,56,29.5,4.4,11.1,.394,2.5,7.0,.361,1.8,4.1,.451,.509,1.4,1.7,.848,0.4,4.0,4.3,1.5,0.6,0.4,1.1,2.3,12.7
112,Torrey Craig\craigto01,SF,27,DEN,26,4,16.1,1.6,3.5,.451,0.4,1.5,.263,1.2,2.0,.585,.505,0.7,1.1,.655,1.0,2.0,3.0,0.7,0.3,0.2,0.4,1.6,4.3
113,Jamal Crawford\crawfja01,SG,37,MIN,66,0,19.6,3.8,9.1,.417,1.3,3.9,.335,2.5,5.2,.478,.488,1.3,1.4,.895,0.2,0.9,1.1,2.3,0.5,0.1,1.1,1.1,10.2
114,Jordan Crawford\crawfjo02,SG,29,NOP,2,0,18.5,3.5,7.0,.500,2.0,2.5,.800,1.5,4.5,.333,.643,0.0,0.0,,1.0,0.5,1.5,4.5,0.0,0.5,2.0,3.0,9.0
115,Jae Crowder\crowdja01,SF,27,TOT,65,47,26.1,3.2,8.0,.405,1.3,4.0,.327,1.9,3.9,.484,.487,1.6,1.9,.816,0.7,2.6,3.3,1.2,0.7,0.3,0.9,2.4,9.4
116,Dante Cunningham\cunnida01,SF,30,TOT,62,24,21.8,2.1,4.7,.452,0.8,2.2,.351,1.4,2.5,.538,.533,0.4,0.7,.587,1.0,3.0,4.1,0.6,0.6,0.4,0.5,1.5,5.4
117,Stephen Curry\curryst01,PG,29,GSW,50,50,32.1,8.4,16.9,.494,4.2,9.9,.424,4.2,7.1,.592,.618,5.4,5.9,.919,0.7,4.4,5.1,6.2,1.6,0.1,3.0,2.3,26.3
118,Troy Daniels\danietr01,SG,26,PHO,67,5,19.8,2.7,6.9,.396,2.2,5.6,.393,0.6,1.4,.407,.554,0.7,0.8,.906,0.1,1.3,1.4,0.6,0.3,0.1,0.7,1.8,8.4
119,Anthony Davis\davisan02,PF,24,NOP,59,59,36.5,10.3,19.3,.534,0.8,2.3,.358,9.5,17.0,.558,.555,6.6,7.9,.829,2.6,8.5,11.1,2.3,1.5,2.4,2.1,2.1,28.0
